,Name,Lvl,HP,AC,Attack_Num,Attack_Descr,Attack_Type,Hit_Bonus,is_Agile
1927,TROUBADOUR,3,38,19,Attack 1,"Melee rapier +12 (deadly 1d8, disarm, finesse), Damage 1d6+3 piercing",Melee,12.0,False
1928,TRUMPET ARCHON,14,285,36,Attack 1,"Melee bastard sword +29 (good, magical, versatile P), Damage 2d12+13 slashing plus 2d6 sonic and 1d6 good",Melee,29.0,False
1929,TSANDARKON,6,110,22,Attack 1,"Melee ranseur +16 (disarm, magical, reach 10 feet), Damage 1d10+6 piercing",Melee,16.0,False
1930,TUPILAQ,7,87,26,Attack 1,"Melee jaws +19 (agile, finesse), Damage 2d8+5 slashing plus Grab (page 305)",Melee,19.0,True
1931,TWIGJACK,3,50,19,Attack 1,"Melee claw +11 (agile, finesse), Damage 1d10+4 slashing",Melee,11.0,True
1932,TWISTED JACK,17,240,41,Attack 1,"Melee war razor +33 (agile, backstabber, deadly 2d8, finesse), Damage 3d4+11 slashing plus 2d10 persistent bleed",Melee,33.0,True
1933,TWO-HEADED TROLL,8,190,24,Attack 1,"Melee jaws +18 (reach 10 feet), Damage 2d12+8 piercing",Melee,18.0,False
1934,TYLOSAURUS,8,137,27,Attack 1,"Melee jaws +21, Damage 2d12+10 piercing plus Improved Grab",Melee,21.0,False
1935,TYRANNOSAURUS,10,180,29,Attack 1,"Melee jaws +22 (deadly 1d12, reach 20 feet), Damage 2d12+12 piercing plus Grab",Melee,22.0,False
1936,TYRANNOSAURUS SKELETON,9,140,27,Attack 1,"Melee jaws +20 (deadly d12, reach 20 feet), Damage 2d12+9 piercing plus Grab (page 305)",Melee,20.0,False
1937,TYRROICESE,10,320,27,Attack 1,"Melee pseudopod +23 (acid, magical, reach 15 feet, versatile P), Damage 2d10+13 bludgeoning plus 1d6 acid",Melee,23.0,False
1938,TZITZIMITL,19,390,43,Attack 1,"Melee claw +34 (agile, magical, reach 20 feet), Damage 4d12+10 slashing plus 3d8 electricity and drain life",Melee,34.0,True
1939,ULRESSIA THE BLESSED,19,355,42,Attack 1,"Melee warhammer +38 (magical, shove), Damage 3d8+20 bludgeoning",Melee,38.0,False
1940,UMASI,6,99,23,Attack 1,"Melee claw +17 (agile), Damage 2d6+8 slashing",Melee,17.0,True
1941,UMEDE,13,270,33,Attack 1,"Melee jaws +27, Damage 3d12+14 piercing plus jorogumo venom",Melee,27.0,False
1942,UMONLEE,15,320,39,Attack 1,"Melee jaws +31 (reach 10 feet), Damage 3d6+16 piercing plus 3d6 cold",Melee,31.0,False
1943,UNDINE HYDROMANCER,1,15,16,Attack 1,"Melee dagger +7 (agile, finesse, versatile S), Damage 1d4 piercing",Melee,7.0,True
1944,UNICORN,3,45,20,Attack 1,"Melee horn +12 (good, magical), Damage 1d10+4 piercing plus 1d6 good and ghost touch",Melee,12.0,False
1945,UNKILLABLE ZOMBIE BRUTE,3,70,15,Attack 1,"Melee hunk of meat +11 (reach 15 feet), Damage 2d10+9 bludgeoning",Melee,11.0,False
1946,URBECK MUNSHO,12,215,33,Attack 1,"Melee dagger +24 (agile, finesse, magic, versatile S), Damage 2d4+10 piercing plus 2d6 poison",Melee,24.0,True
1947,URCHIN,-1,8,15,Attack 1,"Melee shiv +5 (agile), Damage 1d-1 piercing",Melee,5.0,True
1948,URDEFHAN BLOOD MAGE,8,140,26,Attack 1,"Melee kukri +16 (agile, trip), Damage 2d6+8 piercing",Melee,16.0,True
1949,URDEFHAN DEATH SCOUT,6,92,24,Attack 1,"Melee shauth blade +17 (agile, deadly d6, finesse), Damage 1d6+4 slashing plus 1d6 persistent bleed and Wicked Bite",Melee,17.0,True
1950,URDEFHAN DOMINATOR,14,250,35,Attack 1,"Melee rhoka sword +26 (fatal d10, magical, two-hand d12), Damage 2d8+10 slashing",Melee,26.0,False
1951,URDEFHAN HIGH TORMENTOR,10,195,30,Attack 1,"Melee warhammer +21 (magical, shove), Damage 2d8+11 bludgeoning",Melee,21.0,False
1952,URDEFHAN HUNTER,12,190,34,Attack 1,"Melee rhoka sword +24 (fatal d10, magical, two-hand d12), Damage 2d8+10 slashing",Melee,24.0,False
1953,URDEFHAN LASHER,7,120,24,Attack 1,"Melee shauth lash +18 (deadly d8, trip), Damage 2d8+7 slashing plus Grab and Wicked Bite",Melee,18.0,False
1954,URDEFHAN TORMENTOR,5,77,21,Attack 1,"Melee warhammer +12 (shove), Damage 1d8+5 bludgeoning",Melee,12.0,False
1955,URDEFHAN WARRIOR,3,55,18,Attack 1,"Melee rhoka sword +12 (deadly 1d8, two-hand 1d10), Damage 1d8+6 slashing",Melee,12.0,False
1956,UREVIAN,9,135,28,Attack 1,"Melee diabolic quill +21 (agile, evil, fatal 1d12, finesse, magical, reach 10 feet), Damage 2d6+9 piercing plus 1d6 evil and infernal wound",Melee,21.0,True
1957,URI ZANDIVAR,19,350,43,Attack 1,"Melee speed scimitar +37 (forceful, magical, sweep), Damage 4d6+17 slashing",Melee,37.0,False
1958,URTHAGUL,10,175,30,Attack 1,"Melee jaws +23 (reach 15 feet), Damage 2d12+13 piercing",Melee,23.0,False
1959,URUSHIL,18,410,45,Attack 1,"Melee cold iron silver longsword +38 (evil, magical, reach 10 feet, versatile P), Damage 4d8+18 slashing plus 1d6 evil",Melee,38.0,False
1960,UTHUL,14,250,36,Attack 1,"Melee claw +29 (agile), Damage 3d12+11 slashing",Melee,29.0,True
1961,UZENSSHEL,5,80,22,Attack 1,"Melee spiked gauntlet +16 (agile, magical), Damage 2d4+4 piercing plus demonic condemnation",Melee,16.0,True
1962,VAKLISH,12,185,33,Attack 1,"Melee fangs +23 (agile, magical), Damage 3d10+11 piercing",Melee,23.0,True
1963,VALGOMORUS,3,50,17,Attack 1,"Melee greataxe +12 (reach 10 feet, sweep), Damage 1d12+5 slashing",Melee,12.0,False
1964,VALGOMORUS,5,75,20,Attack 1,"Melee greataxe +15 (reach 10 feet, sweep), Damage 1d12+10 slashing",Melee,15.0,False
1965,VALKYRIE,12,215,33,Attack 1,"Melee spear +28 (magical), Damage 2d6+15 piercing plus 1d12 electricity",Melee,28.0,False
1966,VAMPIRE COUNT,6,65,24,Attack 1,"Melee rapier +17 (deadly 1d8, disarm +1), Damage 1d6+11 piercing",Melee,17.0,False
1967,VAMPIRE MASTERMIND,9,115,27,Attack 1,"Melee claw +18 (agile), Damage 2d8+9 slashing plus Grab",Melee,18.0,True
1968,VAMPIRE SPAWN ROGUE,4,40,22,Attack 1,"Melee claw +14 (agile), Damage 1d8+6 slashing plus Grab",Melee,14.0,True
1969,VAMPIRE SQUID,0,15,16,Attack 1,"Melee beak +7 (finesse), Damage 1d8 piercing",Melee,7.0,False
1970,VAMPIRIC MIST,3,35,18,Attack 1,"Melee misty tendril +10 (agile, finesse), Damage 2d6 slashing damage plus 1d6 persistent bleed damage and blood siphon",Melee,10.0,True
1971,VANARA DISCIPLE,1,16,19,Attack 1,"Melee fist +7 (agile, finesse, nonlethal, unarmed), Damage 1d6+1 bludgeoning",Melee,7.0,True
1972,VANTH,7,105,27,Attack 1,"Melee scythe +18 (deadly d10, magical, trip), Damage 1d10+8 slashing plus spirit touch",Melee,18.0,False
1973,VARGOUILLE,2,30,18,Attack 1,"Melee fangs +10 (finesse), Damage 1d8+3 piercing plus vargouille venom",Melee,10.0,False
1974,VASPERCHAM,17,335,41,Attack 1,"Melee tentacle +33 (agile, magical, reach 20 feet), Damage 3d10+16 bludgeoning plus hallucinatory brine",Melee,33.0,True
1975,VAULGRIST,6,90,24,Attack 1,"Melee chain +17 (disarm, reach 10 feet, trip), Damage 2d8+7 piercing plus 1d6 persistent bleed and impaling chain",Melee,17.0,False
1976,VAULT GUARD,9,170,29,Attack 1,"Melee fist +22 (agile, finesse, nonlethal, unarmed), Damage 2d6+8 bludgeoning plus Grab",Melee,22.0,True
1977,VAULTBREAKER OOZE,6,150,13,Attack 1,"Melee pseudopod +17, Damage 1d8+8 bludgeoning plus 2d6 acid",Melee,17.0,False
1978,VAVAKIA,18,350,42,Attack 1,"Melee ranseur +36 (disarm, magical, reach 25 feet), Damage 3d10+17 piercing plus 1d10 acid and Grab",Melee,36.0,False
1979,VAVIENNE,6,95,25,Attack 1,"Melee rapier +17 (deadly 1d8, disarm, finesse), Damage 1d6+5 piercing",Melee,17.0,False
1980,VAZGORLU,20,380,45,Attack 1,"Melee fangs +38 (reach 10 feet), Damage 4d10+8 piercing plus 3d10 acid",Melee,38.0,False
1981,VEILED MASTER (VIDILETH),14,270,34,Attack 1,"Melee claw +30 (agile, magical, reach 20 feet), Damage 3d10+12 slashing plus slime",Melee,30.0,True
1982,VEKSCIRALENIX,20,375,45,Attack 1,"Melee jaws +38 (electricity, magical, reach 20 feet), Damage 4d10+18 piercing plus 4d6 electricity",Melee,38.0,False
1983,VELBERI JALLIST,14,104,36,Attack 1,"Melee dagger +27 (agile, finesse, magic, versatile S), Damage 2d4+12 piercing",Melee,27.0,True
1984,VELOCIRAPTOR,1,20,16,Attack 1,"Melee jaws +8 (finesse), Damage 1d6+3 piercing",Melee,8.0,False
1985,VENAK,1,18,18,Attack 1,"Melee sickle +8 (agile, finesse, trip), Damage 1d4+3 slashing",Melee,8.0,True
1986,VENGEANT THORN,3,40,18,Attack 1,"Melee hoof +7 (agile), Damage 1d10+2 bludgeoning",Melee,7.0,True
1987,VENGEANT THORN,5,60,19,Attack 1,"Melee hoof +9 (agile), Damage 1d10+2 bludgeoning",Melee,9.0,True
1988,VENOM MAGE,9,155,28,Attack 1,"Melee dagger +17 (agile, finesse, versatile S), Damage 1d4+6 piercing",Melee,17.0,True
1989,VERANALLIA (REBIRTH AZATA),20,475,45,Attack 1,"Melee sickle +39 (agile, finesse, trip), Damage 3d4+16 slashing plus 4d6 cold and 1d6 good",Melee,39.0,True
1990,VERDUROUS OOZE,6,157,12,Attack 1,"Melee pseudopod +15, Damage 2d6+7 bludgeoning plus 1d6 acid and Grab",Melee,15.0,False
1991,VERMLEK,3,55,16,Attack 1,"Melee bite +12, Damage 2d8+3 piercing",Melee,12.0,False
1992,VESHUMIRIX,16,300,39,Attack 1,"Melee jaws +33 (magical, reach 15 feet), Damage 3d10+15 piercing plus 4d6 fire",Melee,33.0,False
1993,VETERAN GUARD CAPTAIN,4,63,19,Attack 1,"Melee greataxe +13 (sweep), Damage 1d12+5 slashing",Melee,13.0,False
1994,VETERAN RECLAIMER,11,195,29,Attack 1,"Melee bastard sword +21 (magical, two-hand d12), Damage 2d8+8 slashing",Melee,21.0,False
1995,VETHRIS,9,160,28,Attack 1,"Melee fangs +19 (agile, finesse), Damage 2d8+9 piercing plus spirit naga venom",Melee,19.0,True
1996,VEXGIT,1,24,16,Attack 1,"Melee maul +8 (shove), Damage 1d12+1 bludgeoning plus destructive smash",Melee,8.0,False
1997,VICIOUS VULPINE,3,55,19,Attack 1,"Melee jaws +9 (finesse), Damage 1d8+2 piercing plus 1d6 persistent bleed",Melee,9.0,False
1998,VIGILANT GUARD,2,32,18,Attack 1,"Melee longspear +10 (reach), Damage 1d8+5 piercing",Melee,10.0,False
1999,VIKTOR VOLKANO,2,40,16,Attack 1,"Melee flaming baton +10, Damage 1d6+2 bludgeoning plus 1d6 fire",Melee,10.0,False
2000,VILDERAVN,16,300,40,Attack 1,"Melee greatsword +34 (magical, versatile P), Damage 3d12+16 slashing plus bloodbird",Melee,34.0,False
2001,VILREE,5,68,22,Attack 1,"Melee dagger +14 (agile, finesse, thrown 10 feet, versatile), Damage 2d4+1 piercing",Melee,14.0,True
2002,VINE LASHER,0,15,16,Attack 1,"Melee vine +7 (agile, finesse, reach 10 feet), Damage 1d8+2 plus Grab",Melee,7.0,True
2003,VINE LESHY,0,13,15,Attack 1,"Melee spear +6, Damage 1d6+2 piercing",Melee,6.0,False
2004,VIOLET,1,24,16,Attack 1,"Melee horns +8, Damage 1d6+3 bludgeoning",Melee,8.0,False
2005,VIOLET FUNGUS,3,60,17,Attack 1,"Melee tentacle +11 (agile, reach 10 feet), Damage 1d10+4 bludgeoning plus violet rot",Melee,11.0,True
2006,VIOLETTA,9,150,28,Attack 1,"Melee war razor +22 (agile, backstabber, deadly d8, finesse), Damage 1d4+9 piercing",Melee,22.0,True
2007,VIPER,-1,8,15,Attack 1,"Melee fangs +8 (agile, finesse), Damage 1d-3 piercing plus viper venom",Melee,8.0,True
2008,VIPER VINE,13,270,33,Attack 1,"Melee jaws +27 (reach 10 feet), Damage 3d6+11 piercing plus 3d6 poison",Melee,27.0,False
2009,VIRTUOUS DEFENDER,4,70,22,Attack 1,"Melee longsword +12 (versatile P), Damage 1d8+6 slashing",Melee,12.0,False
2010,VISCHARI,7,115,25,Attack 1,"Melee fist +18 (deadly d8), Damage 2d8+10 bludgeoning",Melee,18.0,False
2011,VISCOUS BLACK PUDDING,7,165,14,Attack 1,"Melee pseudopod +18 (reach 10 feet), Damage 2d8+7 bludgeoning plus 2d6 acid, corrosive touch, and Grab",Melee,18.0,False
2012,VISHKANYA INFILTRATOR,3,45,19,Attack 1,"Melee kukri +11 (agile, finesse, trip), Damage 1d6+4 slashing",Melee,11.0,True
2013,VISKITHREL,15,275,37,Attack 1,"Melee jaws +30 (reach 15 feet), Damage 3d10+14 piercing plus 1d10 acid and Grab",Melee,30.0,False
2014,VITALIA,18,425,39,Attack 1,"Melee vein +33 (magical, reach 15 feet), Damage 4d8+15 bludgeoning plus Grab",Melee,33.0,False
2015,VOID ZOMBIE,1,26,13,Attack 1,"Melee fist +8, Damage 1d6+3 bludgeoning",Melee,8.0,False
2016,VOIDBRACKEN CHUUL,9,140,31,Attack 1,"Melee claw +22 (reach 10 feet), Damage 2d8+12 bludgeoning plus Grab",Melee,22.0,False
2017,VOIDGLUTTON,8,90,30,Attack 1,"Melee claw +20 (agile, finesse), Damage 1d6+2 piercing plus 4d6 force and fearful strike",Melee,20.0,True
2018,VOIDWORM,1,16,17,Attack 1,"Melee jaws +9 (chaotic, finesse, magical), Damage 1d-1 piercing plus 1d4 chaotic",Melee,9.0,False
2019,VOIDWORM OUROBOROS,5,65,23,Attack 1,"Melee slam +15 (chaotic, finesse, magical), Damage 1d12+1 piercing plus 1d12 chaotic",Melee,15.0,False
2020,VOLLUK AZRINAE,7,85,25,Attack 1,"Melee tendril +18 (reach 10 feet), Damage 2d8+8 persistent piercing damage",Melee,18.0,False
2021,VOZ LIRAYNE,5,56,20,Attack 1,"Melee dagger +13 (agile, finesse, magical, versatile S), Damage 1d4+3 piercing",Melee,13.0,True
2022,VROCK (WRATH DEMON),9,185,28,Attack 1,"Melee beak +21 (evil, magical, reach 10 feet), Damage 3d8+9 piercing plus 1d6 evil",Melee,21.0,False
2023,VROLIKAI,19,375,44,Attack 1,"Melee jaws +38 (evil, magical, reach 10 feet), Damage 4d12+16 piercing plus 1d6 evil",Melee,38.0,False
2024,VRYKOLAKAS ANCIENT,13,250,34,Attack 1,"Melee fangs +27, Damage 3d10+17 piercing plus Drink Blood",Melee,27.0,False
2025,VRYKOLAKAS MASTER,10,190,30,Attack 1,"Melee fangs +23, Damage 2d12+13 piercing plus Drink Blood",Melee,23.0,False
2026,VRYKOLAKAS SPAWN,6,99,24,Attack 1,"Melee fangs +17, Damage 2d8+8 piercing plus Drink Blood",Melee,17.0,False
2027,VTRIK,16,320,38,Attack 1,"Melee beak +32 (finesse, fire, magical, reach 20 feet), Damage 1d12+11 piercing plus 3d8 fire and 2d10 persistent fire",Melee,32.0,False
2028,VULPINAL (FOX AGATHION),6,105,24,Attack 1,"Melee jaws +15 (finesse, good, magical), Damage 2d10+4 piercing plus 1d6 good",Melee,15.0,False
2029,WAR HORSE,2,36,17,Attack 1,"Melee hoof +9, Damage 1d6+5 bludgeoning",Melee,9.0,False
2030,WAR PONY,1,20,16,Attack 1,"Melee hoof +7, Damage 1d4+4 bludgeoning",Melee,7.0,False
2031,WAR SAUROPELTA,12,220,34,Attack 1,"Melee tail +24 (backswing, reach 10 feet), Damage 3d8+13 bludgeoning plus Push and punishing tail",Melee,24.0,False
2032,WARBAL BUMBLEBRASHER,1,20,15,Attack 1,"Melee fist +5 (agile, finesse, nonlethal, unarmed), Damage 1d-1 bludgeoning",Melee,5.0,True
2033,WARDEN,6,96,25,Attack 1,"Melee bastard sword +16 (two-hand d12), Damage 1d8+7 slashing",Melee,16.0,False
2034,WARG,2,36,17,Attack 1,"Melee jaws +11, Damage 1d8+4 piercing plus Grab",Melee,11.0,False
2035,WARPED BREW TAVERN MORLOCK,2,38,17,Attack 1,"Melee wooden chair +7 (forceful), Damage 1d8+4 bludgeoning",Melee,7.0,False
2036,WARSWORN,16,350,37,Attack 1,"Melee corpse wave +32 (magical), Damage 4d12+9 bludgeoning plus energy drain",Melee,32.0,False
2037,WASHBOARD DOG TOUGH,7,125,25,Attack 1,"Melee morningstar +18 (magical, versatile P), Damage 1d6+8 bludgeoning",Melee,18.0,False
2038,WATCH OFFICER,3,45,20,Attack 1,"Melee warhammer +13 (shove), Damage 1d8+7 bludgeoning",Melee,13.0,False
2039,WATER MEPHIT,1,20,16,Attack 1,"Melee claw +8 (finesse), Damage 1d6+1 slashing",Melee,8.0,False
2040,WATER WISP,0,20,14,Attack 1,"Melee tendril +6 (reach 10 feet), Damage 1d6 bludgeoning",Melee,6.0,False
2041,WATER YAI,17,295,40,Attack 1,"Melee longspear +35 (evil, magical, reach 20 feet), Damage 3d8+15 piercing plus 2d6 electricity",Melee,35.0,False
2042,WATERWORKS REBEL,-1,8,16,Attack 1,"Melee shortsword +5 (agile, finesse, versatile S), Damage 1d6+1 piercing",Melee,5.0,True
2043,WAYANG WHISPERBLADE,1,19,16,Attack 1,"Melee kukri +8 (agile, finesse, trip), Damage 1d6 slashing",Melee,8.0,True
2044,WEASEL,-1,7,15,Attack 1,"Melee jaws +7 (agile, finesse), Damage 1d4+2 piercing plus Grab (page 305)",Melee,7.0,True
2045,WEATHERED WAIL,17,315,40,Attack 1,"Melee jaws +33 (fire, magical, reach 10 feet), Damage 3d10+12 piercing plus 2d6 fire",Melee,33.0,False
2046,WEB LURKER,3,45,19,Attack 1,"Melee fangs +11 (poison), Damage 1d8+6 piercing plus web lurker venom",Melee,11.0,False
2047,WEIGHS-THE-EPOCHS,20,335,45,Attack 1,"Melee energy touch (agile, lawful, magical) +36, Damage 5d8+18 positive or negative damage plus 1d6 lawful",Melee,36.0,True
2048,WEMMUTH,15,335,37,Attack 1,"Melee pummel +29 (fatal d12, reach 15 feet, sweep), Damage 4d12+10 bludgeoning plus Improved Grab",Melee,29.0,False
2049,WENDIGO,17,315,40,Attack 1,"Melee jaws +33 (cold, magical, reach 10 feet), Damage 3d10+12 piercing plus 2d6 cold",Melee,33.0,False
2050,WEREBAT,2,35,18,Attack 1,"Melee fangs +10 (finesse), Damage 1d8+4 slashing plus curse of the werebat",Melee,10.0,False
2051,WEREBEAR,4,75,23,Attack 1,"Melee claw +13 (agile, reach 10 feet), Damage 1d10+7 slashing plus Grab",Melee,13.0,True
2052,WEREBOAR,2,45,18,Attack 1,"Melee dagger +10 (agile, versatile S), Damage 1d4+6 piercing",Melee,10.0,True
2053,WERECROCODILE,2,55,16,Attack 1,"Melee jaws +10, Damage 1d10+4 piercing plus curse of the werecrocodile and Grab (page 305)",Melee,10.0,False
2054,WERERAT,2,45,19,Attack 1,"Melee shortsword +10 (agile, finesse, versatile S), Damage 1d6+4 piercing",Melee,10.0,True
2055,WERETIGER,4,75,21,Attack 1,"Melee jaws +14, Damage 2d6+7 piercing plus curse of the weretiger and Grab",Melee,14.0,False
2056,WEREWOLF,3,63,19,Attack 1,"Melee battle axe +11 (sweep), Damage 1d8+8 slashing",Melee,11.0,False
2057,WERRT,2,38,17,Attack 1,"Melee club +10, Damage 1d6+6 bludgeoning",Melee,10.0,False
2058,WEX,-1,8,16,Attack 1,"Melee spear +3, Damage 1d6+1 piercing",Melee,3.0,False
2059,WIGHT,3,50,18,Attack 1,"Melee claw +12, Damage 1d6+4 slashing plus drain life",Melee,12.0,False
2060,WIGHT CULTIST,12,235,32,Attack 1,"Melee ranseur +26 (disarm, magical, reach), Damage 2d10+13 piercing plus drain life",Melee,26.0,False
2061,WIHSAAK,6,105,24,Attack 1,"Melee claw +17 (finesse), Damage 2d10+7 slashing plus 1d4 evil",Melee,17.0,False
2062,WILL-O'-THE-DEEP,6,50,27,Attack 1,"Melee shock +17 (electricity, magical), Damage 2d8+4 electricity",Melee,17.0,False
2063,WILL-O'-WISP,6,50,27,Attack 1,"Melee shock +17 (electricity, magical), Damage 2d8+4 electricity",Melee,17.0,False
2064,WIND MALEVOLENT,3,50,19,Attack 1,"Melee vacuum sickle +11, Damage 1d8+6 slashing",Melee,11.0,False
2065,WIND MALEVOLENT,5,50,22,Attack 1,"Melee vacuum sickle +14, Damage 2d8+7 slashing",Melee,14.0,False
2066,WINTER HAG,7,145,24,Attack 1,"Melee ice staff +17 (magical, two-hand d8), Damage 2d4+7 bludgeoning plus 1d6 cold",Melee,17.0,False
2067,WINTER WOLF,5,70,23,Attack 1,"Melee jaws +15 (cold), Damage 1d10+6 piercing plus 1d6 cold and Knockdown",Melee,15.0,False
2068,WITCHFIRE,9,125,28,Attack 1,"Melee witchflame caress +21 (agile, evil, finesse, magical), Damage 3d6 fire plus 3d6 negative and witchflame",Melee,21.0,True
2069,WITCHFIRE WARDEN,9,125,28,Attack 1,"Melee witchflame caress +21 (agile, evil, finesse, magical), Damage 3d6 fire plus 3d6 negative and witchflame",Melee,21.0,True
2070,WITCHWYRD,6,110,22,Attack 1,"Melee ranseur +16 (disarm, magical, reach 10 feet), Damage 1d10+6 piercing",Melee,16.0,False
2071,WOLF,1,24,15,Attack 1,"Melee jaws +9, Damage 1d6+2 piercing plus Knockdown",Melee,9.0,False
2072,WOLLIPED,3,55,19,Attack 1,"Melee tusk +10, Damage 1d10+5 piercing",Melee,10.0,False
2073,WOLVERINE,2,34,18,Attack 1,"Melee jaws +11, Damage 1d8+5 piercing",Melee,11.0,False
2074,WOOD GIANT,6,120,24,Attack 1,"Melee shortsword +17 (agile, reach 10 feet, versatile S), Damage 1d8+11 piercing",Melee,17.0,True
2075,WOOD GOLEM,6,95,23,Attack 1,"Melee fist +17 (magical), Damage 2d8+8 bludgeoning",Melee,17.0,False
2076,WOOLLY RHINOCEROS,6,100,25,Attack 1,"Melee horn +16 (reach 10 feet), Damage 2d12+6 piercing",Melee,16.0,False
2077,WORM THAT WALKS,14,200,36,Attack 1,"Melee tendril +29 (reach 10 feet), Damage 4d8+14 persistent piercing damage",Melee,29.0,False
2078,WOUNDED DRAGON TURTLE,5,70,23,Attack 1,"Melee jaws +15 (reach 10 feet), Damage 2d8+5 piercing",Melee,15.0,False
2079,WRAITH,6,80,24,Attack 1,"Melee spectral hand +17 (finesse), Damage 2d8+5 negative plus drain life",Melee,17.0,False
2080,WRATHSPAWN,2,30,18,Attack 1,"Melee ranseur +10 (disarm, reach 10 feet), Damage 1d10+4 piercing",Melee,10.0,False
2081,WRENT DICASPIRON,10,180,30,Attack 1,"Melee cleaver +24 (forceful, sweep), Damage 2d8+8 slashing",Melee,24.0,False
2082,WRIN SIVINXI,5,75,20,Attack 1,"Melee starknife +12 (agile, deadly d6, finesse, magical, versatile S), Damage 1d4 piercing",Melee,12.0,True
2083,WURTS,9,155,27,Attack 1,"Melee sickle +20 (agile, finesse, trip), Damage 2d4+8 slashing",Melee,20.0,True
2084,WYNSAL STARBORN,17,340,38,Attack 1,"Melee longsword +32 (magical, versatile P), Damage 3d8+13 slashing plus hampering strike",Melee,32.0,False
2085,WYRMLING GREEN DRAGON,4,60,22,Attack 1,"Melee jaws +14 (poison), Damage 2d8+4 piercing plus 1d4 poison",Melee,14.0,False
2086,WYRMWRAITH,17,280,39,Attack 1,"Melee spectral jaws +34 (reach 20 feet), Damage 3d12+17 negative plus drain life",Melee,34.0,False
2087,WYRWOOD SNEAK,1,16,17,Attack 1,"Melee shortsword +9 (agile, finesse, versatile S), Damage 1d6 piercing",Melee,9.0,True
2088,WYVERN,6,95,24,Attack 1,"Melee fangs +17, Damage 2d12+5 piercing",Melee,17.0,False
2089,XEVALORG,13,235,34,Attack 1,"Melee jaws +27 (reach 15 feet), Damage 3d12+14 piercing",Melee,27.0,False
2090,XILL,6,100,24,Attack 1,"Melee scimitar +16 (forceful, sweep), Damage 2d6+7 slashing",Melee,16.0,False
2091,XILVIREK,12,215,34,Attack 1,"Melee jaws +25 (chaotic, evil, magical), Damage 3d10+13 piercing",Melee,25.0,False
2092,XIMTAL,17,380,39,Attack 1,"Melee jaws +34 (magical, reach 10 feet), Damage 3d12+17 piercing plus 2d6 evil and sensory fever (page 222)",Melee,34.0,False
2093,XIRIKLES,20,375,45,Attack 1,"Melee jaws +39 (evil, magical), Damage 4d8+19 piercing plus 2d6 persistent bleed and exquisite pain",Melee,39.0,False
2094,XITELBERAK,9,195,27,Attack 1,"Melee jaws +19, Damage 2d12+10 piercing",Melee,19.0,False
2095,XIUH COUATL,12,220,33,Attack 1,"Melee jaws +25 (magical), Damage 2d10+10 piercing plus 2d8 fire, xiuh couatl venom, and Grab (page 305)",Melee,25.0,False
2096,XORN,7,115,25,Attack 1,"Melee jaw +18 (deadly 1d10), Damage 2d10+8 piercing",Melee,18.0,False
2097,"XOTANI, THE FIREBLEEDER",20,385,48,Attack 1,"Melee jaws +38 (reach 20 feet), Damage 5d10+8 piercing plus 2d10 persistent fire",Melee,38.0,False
2098,XOTANISPAWN,17,340,40,Attack 1,"Melee jaws +30 (reach 10 feet), Damage 4d8+9 piercing plus 2d8 persistent fire and Grab",Melee,30.0,False
2099,XULGATH BILEBEARER,2,30,18,Attack 1,"Melee dagger +12 (agile, finesse, versatile S), Damage 1d4+4 piercing plus xulgath bile",Melee,12.0,True
2100,XULGATH BOMBER,7,115,25,Attack 1,"Melee greatpick +16 (fatal d12), Damage 1d12+5 piercing plus concentrated xulgath bile",Melee,16.0,False
2101,XULGATH BOSS,3,44,20,Attack 1,"Melee greataxe +11 (sweep), Damage 1d10+6 slashing",Melee,11.0,False
2102,XULGATH DEEPMOUTH,12,215,33,Attack 1,"Melee spiked gauntlet +21 (agile, free-hand, magical), Damage 2d4+6 piercing",Melee,21.0,True
2103,XULGATH DEMON-CALLER,5,80,22,Attack 1,"Melee spiked gauntlet +16 (agile, magical), Damage 2d4+4 piercing plus demonic condemnation",Melee,16.0,True
2104,XULGATH GUTRAGER,10,190,28,Attack 1,"Melee jaws +21, Damage 2d6+8 piercing plus 2d6 acid",Melee,21.0,False
2105,XULGATH HARDSCALE,12,215,32,Attack 1,"Melee warhammer +24 (deadly 2d8, magical, shove), Damage 3d8+11 bludgeoning",Melee,24.0,False
2106,XULGATH HERD-TENDER,8,135,27,Attack 1,"Melee whip +19 (disarm, finesse, nonlethal, reach 10 feet, trip), Damage 1d4+10 slashing",Melee,19.0,False
2107,XULGATH LEADER,3,44,20,Attack 1,"Melee greataxe +11 (sweep), Damage 1d10+6 slashing plus Weakening Strike",Melee,11.0,False
2108,XULGATH MAGE,7,115,23,Attack 1,"Melee light mace +15 (agile, magical, shove), Damage 1d4+4 bludgeoning",Melee,15.0,True
2109,XULGATH ROUGHRIDER,11,195,31,Attack 1,"Melee halberd +24 (magical, reach, versatile S), Damage 2d10+11 piercing",Melee,24.0,False
2110,XULGATH SKIRMISHER,6,95,24,Attack 1,"Melee scimitar +16 (forceful, sweep), Damage 1d6+4 slashing",Melee,16.0,False
2111,XULGATH SKULKER,2,28,19,Attack 1,"Melee dagger +10 (agile, finesse, versatile S), Damage 1d4+3 piercing",Melee,10.0,True
2112,XULGATH SPINESNAPPER,5,95,21,Attack 1,"Melee maul +15 (shove), Damage 1d12+10 bludgeoning",Melee,15.0,False
